Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (BTU),RTD1 Temperature (F),RTD2 Temperature (F)
9/15/2018 12:46:30.8,472.14,-275937824.0,69.71,75.09
9/15/2018 12:56:30.8,454.69,-276143360.0,69.66,74.97
9/15/2018 13:06:30.8,465.01,-276350368.0,69.46,74.86
9/15/2018 13:16:30.8,464.27,-276559840.0,69.35,74.75
9/15/2018 13:26:30.8,465.26,-276768896.0,69.22,74.70
9/15/2018 13:36:30.8,465.26,-276982272.0,69.44,74.97
9/15/2018 13:46:30.8,459.11,-277203712.0,69.42,75.38
9/15/2018 13:56:30.8,460.83,-277433600.0,69.82,75.67
9/15/2018 14:06:30.8,471.40,-277663360.0,69.55,75.45
9/15/2018 14:16:30.8,461.32,-277895328.0,69.60,75.81
9/15/2018 14:26:30.8,464.52,-278131936.0,69.71,75.83
9/15/2018 14:36:30.8,466.48,-278369856.0,69.58,75.65
9/15/2018 14:46:30.8,469.68,-278607072.0,69.53,75.65
9/15/2018 14:56:30.8,469.19,-278847488.0,69.39,75.42
9/15/2018 15:06:30.8,478.04,-279077120.0,69.40,75.13
9/15/2018 15:16:30.8,472.63,-279297728.0,69.04,74.66
9/15/2018 15:26:30.8,477.30,-279512864.0,69.17,74.52
9/15/2018 15:36:30.8,467.47,-279722432.0,69.01,74.46
9/15/2018 15:46:30.8,467.22,-279932576.0,69.15,74.44
9/15/2018 15:56:30.8,469.19,-280137280.0,69.21,74.39
9/15/2018 16:06:30.8,467.47,-280339904.0,69.12,74.25
9/15/2018 16:16:30.8,472.14,-280539200.0,69.28,74.21
9/15/2018 16:26:30.8,462.55,-280726560.0,68.99,73.72
9/15/2018 16:36:30.8,463.78,-280898208.0,68.72,72.90
9/15/2018 16:46:30.8,466.73,-281052160.0,68.56,72.43
9/15/2018 16:56:30.8,468.94,-281207680.0,68.90,72.79
9/15/2018 17:06:30.8,464.52,-281354880.0,69.10,72.82
9/15/2018 17:16:30.8,468.94,-281498784.0,69.17,72.91
9/15/2018 17:26:30.8,454.44,-281648448.0,69.46,73.42
9/15/2018 17:36:30.8,465.99,-281795392.0,69.37,73.04
9/15/2018 17:46:30.8,464.52,-281939520.0,69.19,72.95
9/15/2018 17:56:30.8,469.43,-282069760.0,68.95,72.12
9/15/2018 18:06:30.8,467.22,-282188032.0,68.79,71.98
9/15/2018 18:16:30.8,460.83,-282307520.0,69.08,72.09
9/15/2018 18:26:30.8,465.50,-282412832.0,69.12,71.67
9/15/2018 18:36:30.8,468.45,-282510720.0,69.08,71.60
9/15/2018 18:46:30.8,466.98,-282607520.0,69.17,71.64
9/15/2018 18:56:30.8,468.70,-282701664.0,69.21,72.00
9/15/2018 19:06:30.8,462.06,-282797248.0,69.28,71.62
9/15/2018 19:16:30.8,468.45,-282888352.0,69.26,71.64
9/15/2018 19:26:30.8,465.99,-282982336.0,69.26,71.71
9/15/2018 19:36:30.8,465.26,-283072672.0,69.30,71.64
9/15/2018 19:46:30.8,465.01,-283161312.0,69.26,71.56
9/15/2018 19:56:30.8,455.18,-283250080.0,69.24,71.49
9/15/2018 20:06:30.8,466.98,-283336608.0,69.28,71.51
9/15/2018 20:16:30.8,474.84,-283423392.0,69.28,71.51
9/15/2018 20:26:30.8,465.50,-283509824.0,69.28,71.51
9/15/2018 20:36:30.8,460.34,-283590016.0,69.06,71.04
9/15/2018 20:46:30.8,464.76,-283666144.0,69.08,71.02
9/15/2018 20:56:30.8,469.68,-283741088.0,69.22,71.17
9/15/2018 21:06:30.8,470.42,-283814528.0,69.24,71.17
9/15/2018 21:16:30.8,460.09,-283890912.0,69.35,71.29
9/15/2018 21:26:30.8,466.48,-283967296.0,69.35,71.28
9/15/2018 21:36:30.8,466.73,-284042688.0,69.13,71.08
9/15/2018 21:46:30.8,459.11,-284117440.0,69.17,71.06
9/15/2018 21:56:30.8,455.92,-284188352.0,69.30,71.04
9/15/2018 22:06:30.8,463.54,-284254112.0,69.13,70.77
9/15/2018 22:16:30.8,618.38,-284306112.0,68.22,69.64
9/15/2018 22:26:30.8,626.73,-284381504.0,69.17,70.50
9/15/2018 22:36:30.8,464.03,-284448064.0,70.43,70.63
9/15/2018 22:46:30.8,468.21,-284461472.0,70.20,70.54
9/15/2018 22:56:30.8,469.43,-284501248.0,70.02,73.49
9/15/2018 23:06:30.8,461.57,-284609248.0,70.54,72.37
9/15/2018 23:16:30.8,468.21,-284681024.0,69.21,71.15
9/15/2018 23:26:30.8,464.76,-284759456.0,68.99,71.10
9/15/2018 23:36:30.8,466.48,-284838880.0,69.31,71.31
9/15/2018 23:46:30.8,475.33,-284913888.0,69.26,71.10
9/15/2018 23:56:30.8,465.26,-284982368.0,68.97,70.74
9/16/2018 00:06:30.8,473.37,-285051328.0,68.90,70.70
9/16/2018 00:16:30.8,460.34,-285124288.0,68.85,70.83
9/16/2018 00:26:30.8,460.34,-285200576.0,68.90,70.99
9/16/2018 00:36:30.8,465.75,-285276896.0,69.67,71.65
9/16/2018 00:46:30.8,472.63,-285354688.0,69.57,71.60
9/16/2018 00:56:30.8,466.73,-285435296.0,69.71,71.73
9/16/2018 01:06:30.8,466.24,-285512224.0,69.48,71.38
9/16/2018 01:16:30.8,469.93,-285584256.0,69.19,70.97
9/16/2018 01:26:30.8,465.50,-285650752.0,68.94,70.61
9/16/2018 01:36:30.8,458.87,-285714912.0,68.63,70.32
9/16/2018 01:46:30.8,929.78,-285766880.0,69.21,69.48
9/16/2018 01:56:30.8,631.16,-285822720.0,69.30,71.44
9/16/2018 02:06:30.8,618.62,-285913920.0,68.90,70.39
9/16/2018 02:16:30.8,616.41,-286000640.0,69.22,71.38
9/16/2018 02:26:30.8,647.13,-286019296.0,69.51,69.69
9/16/2018 02:36:30.8,627.72,-286027520.0,69.64,69.80
9/16/2018 02:46:30.8,643.20,-286035840.0,69.71,69.87
9/16/2018 02:56:30.8,608.05,-286045408.0,69.75,69.91
9/16/2018 03:06:30.8,627.22,-286147232.0,68.97,72.39
9/16/2018 03:16:30.8,645.17,-286269888.0,69.08,70.99
9/16/2018 03:26:30.8,614.94,-286353408.0,68.56,70.30
9/16/2018 03:36:30.8,662.62,-286438464.0,69.94,71.22
9/16/2018 03:46:30.8,647.13,-286468704.0,69.15,69.35
9/16/2018 03:56:30.8,466.73,-286497248.0,69.37,71.53
9/16/2018 04:06:30.8,463.54,-286571296.0,69.46,72.05
9/16/2018 04:16:30.8,470.91,-286662976.0,69.84,71.96
9/16/2018 04:26:30.8,464.27,-286740544.0,69.71,71.74
9/16/2018 04:36:30.8,465.01,-286815040.0,69.39,71.37
9/16/2018 04:46:30.8,461.32,-286889440.0,69.12,71.08
9/16/2018 04:56:30.8,460.83,-286962976.0,69.08,70.99
9/16/2018 05:06:30.8,475.58,-287036928.0,68.99,70.92
9/16/2018 05:16:30.8,472.63,-287110496.0,68.90,70.79
9/16/2018 05:26:30.8,468.21,-287182368.0,69.04,70.63
9/16/2018 05:36:30.8,465.50,-287247712.0,69.35,71.11
9/16/2018 05:46:30.8,458.87,-287316576.0,69.15,70.90
9/16/2018 05:56:30.8,474.10,-287382624.0,69.75,71.53
9/16/2018 06:06:30.8,461.81,-287451424.0,69.40,71.19
9/16/2018 06:16:30.8,474.10,-287522080.0,68.99,70.86
9/16/2018 06:26:30.8,460.09,-287589920.0,69.80,71.42
9/16/2018 06:36:30.8,470.17,-287659072.0,69.24,71.06
9/16/2018 06:46:30.8,465.99,-287729824.0,68.94,70.77
9/16/2018 06:56:30.8,472.87,-287796768.0,69.40,71.17
9/16/2018 07:06:30.8,460.09,-287867776.0,69.15,71.01
9/16/2018 07:16:30.8,466.48,-287936640.0,69.71,71.24
9/16/2018 07:26:30.8,466.98,-288004160.0,69.22,71.01
9/16/2018 07:36:30.8,469.68,-288072192.0,69.10,70.83
9/16/2018 07:46:30.8,470.91,-288137472.0,69.46,71.26
9/16/2018 07:56:30.8,469.43,-288209408.0,69.44,71.49
9/16/2018 08:06:30.8,467.71,-288304160.0,69.89,72.66
9/16/2018 08:16:30.8,461.08,-288413344.0,70.12,72.81
9/16/2018 08:26:30.8,464.27,-288531552.0,69.76,73.04
9/16/2018 08:36:30.8,466.24,-288654592.0,69.49,72.63
9/16/2018 08:46:30.8,465.26,-288769824.0,69.19,72.18
9/16/2018 08:56:30.8,461.57,-288891328.0,69.35,72.66
9/16/2018 09:06:30.8,470.17,-289019232.0,69.35,72.68
9/16/2018 09:16:30.8,472.87,-289163616.0,69.62,73.35
9/16/2018 09:26:30.8,464.27,-289312960.0,69.69,73.63
9/16/2018 09:36:30.8,472.38,-289474304.0,69.60,73.81
9/16/2018 09:46:30.8,466.73,-289640416.0,69.58,74.01
9/16/2018 09:56:30.8,472.63,-289828544.0,69.82,74.55
9/16/2018 10:06:30.8,477.79,-290016608.0,69.53,74.53
9/16/2018 10:16:30.8,470.42,-290217568.0,69.67,74.80
9/16/2018 10:26:30.8,465.01,-290429088.0,69.66,75.13
9/16/2018 10:36:30.8,466.48,-290652864.0,69.76,75.72
9/16/2018 10:46:30.8,469.43,-290886304.0,69.53,75.70
9/16/2018 10:56:30.8,473.61,-291128032.0,69.57,75.90
9/16/2018 11:06:30.8,472.87,-291375616.0,69.76,76.05
9/16/2018 11:16:30.8,463.29,-291628448.0,69.39,76.33
9/16/2018 11:26:30.8,474.60,-291909056.0,70.00,77.14
9/16/2018 11:36:30.8,467.71,-292190112.0,69.58,76.80
9/16/2018 11:46:30.8,477.05,-292473888.0,69.69,77.14
9/16/2018 11:56:30.8,468.21,-292762208.0,69.84,77.07
9/16/2018 12:06:30.8,464.03,-293049376.0,69.80,77.13
9/16/2018 12:16:30.8,468.45,-293337312.0,70.00,77.23
9/16/2018 12:26:30.8,469.93,-293625152.0,70.14,77.38
9/16/2018 12:36:30.8,472.87,-293914016.0,70.39,77.79
9/16/2018 12:46:30.8,468.45,-294207456.0,70.75,78.39
9/16/2018 12:56:30.8,464.76,-294515136.0,70.97,78.82
9/16/2018 13:06:30.8,470.17,-294819040.0,71.29,79.09
9/16/2018 13:16:30.8,476.56,-295121728.0,71.15,78.94
9/16/2018 13:26:30.8,468.45,-295428768.0,71.40,79.32
9/16/2018 13:36:30.8,470.66,-295736320.0,71.40,79.36
9/16/2018 13:46:30.8,475.33,-296041120.0,71.74,79.63
9/16/2018 13:56:30.8,461.08,-296343040.0,71.89,79.54
9/16/2018 14:06:30.8,473.61,-296641696.0,71.67,79.16
9/16/2018 14:16:30.8,466.24,-296940480.0,71.64,79.32
9/16/2018 14:26:30.8,476.07,-297237056.0,71.74,79.20
9/16/2018 14:36:30.8,471.89,-297532416.0,71.74,79.50
9/16/2018 14:46:30.8,478.04,-297839360.0,71.96,79.90
9/16/2018 14:56:30.8,466.48,-298141760.0,72.05,79.54
9/16/2018 15:06:30.8,466.48,-298441664.0,72.09,79.88
9/16/2018 15:16:30.8,463.78,-298748544.0,72.25,80.02
9/16/2018 15:26:30.8,469.93,-299058816.0,72.66,80.62
9/16/2018 15:36:30.8,465.75,-299369280.0,72.77,80.64
9/16/2018 15:46:30.8,468.21,-299680416.0,72.73,80.82
9/16/2018 15:56:30.8,469.68,-299988256.0,72.79,80.74
9/16/2018 16:06:30.8,468.70,-300295872.0,72.81,80.76
9/16/2018 16:16:30.8,479.76,-300605440.0,73.08,80.76
9/16/2018 16:26:30.8,467.71,-300912320.0,72.88,80.91
9/16/2018 16:36:30.8,471.65,-301219904.0,72.88,80.55
9/16/2018 16:46:30.8,468.70,-301516896.0,72.41,80.01
9/16/2018 16:56:30.8,464.27,-301816576.0,72.45,79.93
9/16/2018 17:06:30.8,458.13,-302111744.0,72.63,80.06
9/16/2018 17:16:30.8,471.40,-302402720.0,72.43,79.88
9/16/2018 17:26:30.8,468.94,-302697472.0,72.37,79.72
9/16/2018 17:36:30.8,463.54,-302985952.0,72.14,79.52
9/16/2018 17:46:30.8,472.38,-303278368.0,71.85,79.25
9/16/2018 17:56:30.8,465.75,-303561664.0,71.76,78.87
9/16/2018 18:06:30.8,468.45,-303832512.0,71.38,78.15
9/16/2018 18:16:30.8,465.75,-304096128.0,70.81,77.47
9/16/2018 18:26:30.8,473.61,-304354752.0,70.39,77.02
9/16/2018 18:36:30.8,472.63,-304608640.0,69.98,76.33
9/16/2018 18:46:30.8,468.94,-304848864.0,69.51,75.54
9/16/2018 18:56:30.8,482.46,-305083840.0,69.15,75.00
9/16/2018 19:06:30.8,466.73,-305309952.0,69.08,74.80
9/16/2018 19:16:30.8,464.52,-305532384.0,69.08,74.71
9/16/2018 19:26:30.8,463.78,-305748768.0,69.06,74.46
9/16/2018 19:36:30.8,470.17,-305956640.0,68.90,74.16
9/16/2018 19:46:30.8,471.40,-306153056.0,69.01,73.72
9/16/2018 19:56:30.8,470.91,-306335264.0,68.72,73.42
9/16/2018 20:06:30.8,462.80,-306493696.0,68.56,72.52
9/16/2018 20:16:30.8,463.78,-306645152.0,68.63,72.54
9/16/2018 20:26:30.8,467.22,-306798848.0,68.99,72.91
9/16/2018 20:36:30.8,476.56,-306942208.0,69.19,72.52
9/16/2018 20:46:30.8,474.84,-307072416.0,68.90,72.28
9/16/2018 20:56:30.8,461.32,-307208832.0,69.12,72.66
9/16/2018 21:06:30.8,466.73,-307344512.0,69.42,72.77
9/16/2018 21:16:30.8,474.10,-307476480.0,69.19,72.59
9/16/2018 21:26:30.8,472.87,-307612608.0,69.44,72.97
9/16/2018 21:36:30.8,467.71,-307747424.0,69.35,72.77
9/16/2018 21:46:30.8,468.45,-307886272.0,69.39,73.11
9/16/2018 21:56:30.8,466.48,-308030880.0,69.42,73.06
9/16/2018 22:06:30.8,468.70,-308175136.0,69.46,73.24
9/16/2018 22:16:30.8,464.76,-308323392.0,69.37,73.11
9/16/2018 22:26:30.8,474.84,-308469408.0,69.30,73.00
9/16/2018 22:36:30.8,478.53,-308611456.0,69.19,72.79
9/16/2018 22:46:30.8,465.01,-308753280.0,69.26,72.68
9/16/2018 22:56:30.8,461.32,-308861728.0,68.77,71.04
9/16/2018 23:06:30.8,457.64,-308944352.0,68.32,70.47
9/16/2018 23:16:30.8,465.50,-309033472.0,68.85,71.64
9/16/2018 23:26:30.8,466.98,-309146528.0,69.75,72.72
9/16/2018 23:36:30.8,461.57,-309264320.0,69.80,73.04
9/16/2018 23:46:30.8,467.47,-309393216.0,69.85,73.26
9/16/2018 23:56:30.8,466.48,-309527136.0,69.62,73.13
9/17/2018 00:06:30.8,466.98,-309661632.0,69.44,72.81
9/17/2018 00:16:30.8,467.71,-309793088.0,69.22,72.72
9/17/2018 00:26:30.8,469.19,-309924672.0,69.21,72.45
9/17/2018 00:36:30.8,465.99,-310052768.0,69.24,72.61
9/17/2018 00:46:30.8,463.29,-310181120.0,69.26,72.55
9/17/2018 00:56:30.8,466.98,-310304384.0,69.19,72.36
9/17/2018 01:06:30.8,463.29,-310424576.0,69.19,72.37
9/17/2018 01:16:30.8,465.26,-310547264.0,69.30,72.41
9/17/2018 01:26:30.8,471.15,-310666432.0,69.28,72.28
9/17/2018 01:36:30.8,472.87,-310781568.0,69.21,72.07
9/17/2018 01:46:30.8,474.84,-310896192.0,69.19,72.23
9/17/2018 01:56:30.8,477.05,-311013856.0,69.31,72.21
9/17/2018 02:06:30.8,471.89,-311124224.0,69.10,71.94
9/17/2018 02:16:30.8,467.96,-311233504.0,69.21,72.01
9/17/2018 02:26:30.8,464.76,-311343808.0,69.24,72.10
9/17/2018 02:36:30.8,471.89,-311454688.0,69.31,72.10
9/17/2018 02:46:30.8,464.52,-311562240.0,69.19,71.83
9/17/2018 02:56:30.8,464.03,-311665888.0,69.26,71.82
9/17/2018 03:06:30.8,472.63,-311761568.0,69.06,71.55
9/17/2018 03:16:30.8,464.52,-311856096.0,69.22,71.67
9/17/2018 03:26:30.8,451.49,-311950912.0,69.22,71.69
9/17/2018 03:36:30.8,465.75,-312042816.0,69.21,71.51
9/17/2018 03:46:30.8,481.97,-312133312.0,69.19,71.47
9/17/2018 03:56:30.8,467.71,-312220960.0,69.28,71.49
9/17/2018 04:06:30.8,462.80,-312308992.0,69.24,71.53
9/17/2018 04:16:30.8,469.68,-312397024.0,69.35,71.62
9/17/2018 04:26:30.8,463.78,-312484384.0,69.31,71.46
9/17/2018 04:36:30.8,466.24,-312566688.0,69.22,71.40
9/17/2018 04:46:30.8,468.45,-312651776.0,69.26,71.47
9/17/2018 04:56:30.8,462.31,-312738400.0,69.24,71.46
9/17/2018 05:06:30.8,458.87,-312823456.0,69.28,71.49
9/17/2018 05:16:30.8,465.99,-312906784.0,69.21,71.31
9/17/2018 05:26:30.8,459.85,-312987904.0,69.28,71.37
9/17/2018 05:36:30.8,473.37,-313070720.0,69.31,71.44
9/17/2018 05:46:30.8,460.83,-313154336.0,69.35,71.49
9/17/2018 05:56:30.8,467.22,-313237920.0,69.31,71.47
9/17/2018 06:06:30.8,459.36,-313320896.0,69.30,71.44
9/17/2018 06:16:30.8,466.73,-313405536.0,69.30,71.47
9/17/2018 06:26:30.8,463.78,-313492160.0,69.28,71.47
9/17/2018 06:36:30.8,462.80,-313571264.0,69.12,71.04
9/17/2018 06:46:30.8,464.52,-313646784.0,69.13,71.11
9/17/2018 06:56:30.8,463.54,-313725024.0,69.28,71.20
9/17/2018 07:06:30.8,468.94,-313800448.0,69.28,71.20
9/17/2018 07:16:30.8,462.55,-313875264.0,69.22,71.19
9/17/2018 07:26:30.8,469.68,-313950688.0,69.24,71.15
9/17/2018 07:36:30.8,466.98,-314024096.0,69.30,71.19
9/17/2018 07:46:30.8,466.48,-314097984.0,69.24,71.15
9/17/2018 07:56:30.8,475.58,-314171936.0,69.26,71.15
9/17/2018 08:06:30.8,464.03,-314245760.0,69.28,71.17
9/17/2018 08:16:30.8,470.91,-314319616.0,69.35,71.24
9/17/2018 08:26:30.8,463.78,-314397440.0,69.35,71.73
9/17/2018 08:36:30.8,469.43,-314495168.0,69.73,72.25
9/17/2018 08:46:30.8,465.99,-314597248.0,69.24,72.19
9/17/2018 08:56:30.8,475.33,-314701280.0,69.42,72.45
9/17/2018 09:06:30.8,468.21,-314806304.0,69.46,72.09
9/17/2018 09:16:30.8,468.70,-314911424.0,69.35,72.01
9/17/2018 09:26:30.8,468.21,-315012320.0,69.21,71.71
9/17/2018 09:36:30.8,461.32,-315119104.0,69.35,72.18
9/17/2018 09:46:30.8,466.73,-315227136.0,69.48,72.18
9/17/2018 09:56:30.8,472.63,-315335104.0,69.37,72.23
9/17/2018 10:06:30.8,474.35,-315444800.0,69.35,72.14
9/17/2018 10:16:30.8,467.47,-315558848.0,69.30,72.41
9/17/2018 10:26:30.8,467.71,-315684256.0,69.48,72.79
9/17/2018 10:36:30.8,464.03,-315813760.0,69.58,73.11
9/17/2018 10:46:30.8,469.93,-315966816.0,69.76,73.85
9/17/2018 10:56:30.8,476.56,-316126368.0,69.80,74.05
9/17/2018 11:06:30.8,474.35,-316305888.0,69.80,74.84
9/17/2018 11:16:30.8,466.48,-316498432.0,70.00,74.86
9/17/2018 11:26:30.8,477.05,-316702208.0,69.84,75.29
9/17/2018 11:36:30.8,464.76,-316914176.0,69.80,75.36
9/17/2018 11:46:30.8,465.99,-317137376.0,69.71,75.61
9/17/2018 11:56:30.8,468.70,-317365696.0,69.69,75.56
9/17/2018 12:06:30.8,476.81,-317606624.0,69.69,76.17
9/17/2018 12:16:30.8,468.21,-317849824.0,69.73,75.94
9/17/2018 12:26:30.8,465.75,-318092672.0,69.48,75.76
9/17/2018 12:36:30.8,477.30,-318336224.0,69.55,75.83
9/17/2018 12:46:30.8,467.47,-318583872.0,69.64,75.90
9/17/2018 12:56:30.8,469.43,-318829536.0,69.39,75.69
9/17/2018 13:06:30.8,478.53,-319080640.0,69.46,76.03
9/17/2018 13:16:30.8,500.16,-319333376.0,69.40,75.90
9/17/2018 13:26:30.8,464.03,-319585152.0,69.39,75.72
9/17/2018 13:36:30.8,465.50,-319828960.0,69.17,75.42
9/17/2018 13:46:30.8,466.48,-320074048.0,69.30,75.49
9/17/2018 13:56:30.8,477.79,-320320224.0,69.21,75.61
9/17/2018 14:06:30.8,474.84,-320567328.0,69.49,75.79
9/17/2018 14:16:30.8,465.99,-320811936.0,69.44,75.76
9/17/2018 14:26:30.8,470.42,-321060224.0,69.24,75.38
9/17/2018 14:36:30.8,464.52,-321301696.0,69.30,75.52
9/17/2018 14:46:30.8,467.71,-321563040.0,69.66,76.19
9/17/2018 14:56:30.8,476.81,-321820640.0,69.93,76.55
9/17/2018 15:06:30.8,475.33,-322081152.0,69.69,76.39
9/17/2018 15:16:30.8,449.77,-322342592.0,69.69,76.37
9/17/2018 15:26:30.8,478.04,-322599296.0,69.31,75.76
9/17/2018 15:36:30.8,470.17,-322848832.0,69.15,75.27
9/17/2018 15:46:30.8,468.94,-323089024.0,69.10,75.29
9/17/2018 15:56:30.8,468.45,-323329376.0,69.10,75.29
9/17/2018 16:06:30.8,480.74,-323564928.0,69.17,75.15
9/17/2018 16:16:30.8,477.54,-323800672.0,69.40,75.43
9/17/2018 16:26:30.8,469.43,-324047552.0,69.62,75.92
9/17/2018 16:36:30.8,465.01,-324291136.0,69.55,75.79
9/17/2018 16:46:30.8,473.12,-324536256.0,69.39,75.65
9/17/2018 16:56:30.8,472.63,-324766592.0,69.22,74.75
9/17/2018 17:06:30.8,476.32,-324982528.0,68.79,74.34
9/17/2018 17:16:30.8,464.76,-325205568.0,69.01,74.97
9/17/2018 17:26:30.8,465.75,-325444160.0,69.51,75.65
9/17/2018 17:36:30.8,473.61,-325681952.0,69.57,75.45
9/17/2018 17:46:30.8,469.43,-325914752.0,69.26,75.20
9/17/2018 17:56:30.8,478.04,-326141056.0,69.10,74.93
9/17/2018 18:06:30.8,473.12,-326355488.0,69.13,74.41
9/17/2018 18:16:30.8,461.81,-326542624.0,68.68,73.06
9/17/2018 18:26:30.8,471.15,-326700896.0,68.27,72.27
9/17/2018 18:36:30.8,467.71,-326854432.0,68.52,72.41
9/17/2018 18:46:30.8,462.06,-326995456.0,68.77,72.07
9/17/2018 18:56:30.8,464.03,-327120064.0,68.83,71.92
9/17/2018 19:06:30.8,468.21,-327245664.0,69.08,72.39
9/17/2018 19:16:30.8,463.54,-327372224.0,69.31,72.45
9/17/2018 19:26:30.8,457.64,-327491488.0,69.21,72.23
9/17/2018 19:36:30.8,466.98,-327610240.0,69.28,72.34
9/17/2018 19:46:30.8,466.24,-327729568.0,69.31,72.34
9/17/2018 19:56:30.8,461.57,-327850432.0,69.31,72.50
9/17/2018 20:06:30.8,462.80,-327974240.0,69.39,72.50
9/17/2018 20:16:30.8,467.22,-328087200.0,69.13,71.96
9/17/2018 20:26:30.8,470.17,-328199008.0,69.12,71.98
9/17/2018 20:36:30.8,455.18,-328309344.0,69.26,72.07
9/17/2018 20:46:30.8,462.31,-328418912.0,69.28,72.09
9/17/2018 20:56:30.8,465.26,-328528928.0,69.31,72.19
9/17/2018 21:06:30.8,474.84,-328638976.0,69.22,72.05
9/17/2018 21:16:30.8,472.87,-328748512.0,69.26,72.01
9/17/2018 21:26:30.8,467.71,-328853664.0,69.15,71.91
9/17/2018 21:36:30.8,465.75,-328952224.0,69.21,71.60
9/17/2018 21:46:30.8,471.65,-329048512.0,69.10,71.55
9/17/2018 21:56:30.8,463.04,-329141536.0,69.22,71.51
9/17/2018 22:06:30.8,457.39,-329232320.0,69.24,71.55
9/17/2018 22:16:30.8,457.88,-329323744.0,69.28,71.64
9/17/2018 22:26:30.8,469.68,-329417504.0,69.28,71.78
9/17/2018 22:36:30.8,465.26,-329512128.0,69.28,71.73
9/17/2018 22:46:30.8,480.49,-329607680.0,69.24,71.67
9/17/2018 22:56:30.8,474.10,-329702624.0,69.26,71.71
9/17/2018 23:06:30.8,462.06,-329796768.0,69.26,71.62
9/17/2018 23:16:30.8,468.45,-329889472.0,69.22,71.60
9/17/2018 23:26:30.8,461.81,-329981504.0,69.22,71.56
9/17/2018 23:36:30.8,469.68,-330067488.0,69.13,71.31
9/17/2018 23:46:30.8,471.40,-330152192.0,69.12,71.31
9/17/2018 23:56:30.8,465.99,-330236256.0,69.22,71.37
9/18/2018 00:06:30.8,463.54,-330319520.0,69.26,71.40
9/18/2018 00:16:30.8,463.78,-330399072.0,69.15,71.24
9/18/2018 00:26:30.8,459.36,-330478048.0,69.26,71.26
9/18/2018 00:36:30.8,943.05,-330579680.0,69.12,70.54
9/18/2018 00:46:30.8,948.70,-330693760.0,68.97,70.43
9/18/2018 00:56:30.8,944.03,-330810656.0,68.86,70.38
9/18/2018 01:06:30.8,938.14,-330923648.0,69.13,70.72
9/18/2018 01:16:30.8,953.13,-331036672.0,69.37,70.81
9/18/2018 01:26:30.8,944.77,-331152192.0,69.24,70.66
9/18/2018 01:36:30.8,469.43,-331260224.0,69.40,71.35
9/18/2018 01:46:30.8,466.48,-331342112.0,69.60,71.89
9/18/2018 01:56:30.8,469.93,-331425184.0,69.28,71.22
9/18/2018 02:06:30.8,474.84,-331507072.0,69.04,71.17
9/18/2018 02:16:30.8,470.66,-331586208.0,69.35,71.42
9/18/2018 02:26:30.8,466.48,-331668000.0,69.21,71.33
9/18/2018 02:36:30.8,473.61,-331748960.0,69.80,71.60
9/18/2018 02:46:30.8,460.59,-331827968.0,69.40,71.51
9/18/2018 02:56:30.8,476.07,-331907456.0,69.10,71.15
9/18/2018 03:06:30.8,464.52,-331983264.0,69.75,71.40
9/18/2018 03:16:30.8,467.47,-332059200.0,69.21,71.24
9/18/2018 03:26:30.8,455.92,-332133024.0,69.91,71.67
9/18/2018 03:36:30.8,479.27,-332210368.0,68.99,71.04
9/18/2018 03:46:30.8,470.66,-332284736.0,69.22,71.20
9/18/2018 03:56:30.8,467.71,-332360032.0,69.94,71.62
9/18/2018 04:06:30.8,470.91,-332438336.0,69.19,71.28
9/18/2018 04:16:30.8,466.98,-332518368.0,69.69,71.38
9/18/2018 04:26:30.8,465.99,-332596480.0,69.35,71.37
9/18/2018 04:36:30.8,464.76,-332676864.0,69.31,71.06
9/18/2018 04:46:30.8,469.19,-332753152.0,69.30,71.29
9/18/2018 04:56:30.8,464.03,-332833344.0,68.92,71.02
9/18/2018 05:06:30.8,461.08,-332913376.0,69.39,71.47
9/18/2018 05:16:30.8,470.17,-332999264.0,69.22,71.47
9/18/2018 05:26:30.8,470.17,-333084672.0,69.03,71.15
9/18/2018 05:36:30.8,465.50,-333164384.0,69.24,71.47
9/18/2018 05:46:30.8,468.45,-333246816.0,69.12,71.28
9/18/2018 05:56:30.8,458.37,-333326336.0,69.35,71.47
9/18/2018 06:06:30.8,478.28,-333409376.0,69.17,71.29
9/18/2018 06:16:30.8,464.52,-333492640.0,69.19,71.15
9/18/2018 06:26:30.8,462.80,-333571328.0,69.35,71.42
9/18/2018 06:36:30.8,461.57,-333649792.0,68.99,71.01
9/18/2018 06:46:30.8,463.29,-333731296.0,69.58,71.53
9/18/2018 06:56:30.8,471.15,-333809280.0,69.13,71.24
9/18/2018 07:06:30.8,470.91,-333892736.0,68.92,71.17
9/18/2018 07:16:30.8,468.45,-333976992.0,69.49,71.60
9/18/2018 07:26:30.8,466.24,-334062016.0,69.21,71.29
9/18/2018 07:36:30.8,465.26,-334141952.0,69.03,71.11
9/18/2018 07:46:30.8,476.07,-334219424.0,69.53,71.80
9/18/2018 07:56:30.8,476.07,-334310336.0,69.35,71.71
9/18/2018 08:06:30.8,475.33,-334401472.0,69.35,71.67
9/18/2018 08:16:30.8,466.73,-334495424.0,69.39,71.82
9/18/2018 08:26:30.8,464.52,-334593984.0,69.46,72.18
9/18/2018 08:36:30.8,466.98,-334694560.0,69.76,72.27
9/18/2018 08:46:30.8,470.42,-334797792.0,69.58,72.50
